Municipi;Explotador/s;Estat;Categoria;Denominació comercial;UTM(Y);Direcció;UTM (X);Inici d'activitat;Signatura;Hotel de ciutat;Excepcions ratio turístic;Superfície;Subgrup;Memoria descriptiva;Grup;Unitats;Places;Localitat;longitude;latitude
FELANITX;LEIPZIGER Y PARTNER RELACIONES PUBLSL (B07172315);Alta;;SON VENT;4361205.42;POLIG.37, PARCELA 174, S/N. 07200 FELANITX, Mallorca;513822.1;18/10/1993;AG/19;;;;Allotjaments;;Agroturisme;7;16;Felanitx;3.160532036832209;39.40023958468211
ARTÀ;PLAYAS DE ARTA, SL (B07122005);Alta;;SA DUAIA DABAIX;4399150.65;Polígon 6 Parcel·la 3. 07570 ARTÀ, Mallorca;534658.89;04/12/2009;AG/190;;;;Allotjaments;;Agroturisme;11;22;Artà;3.404511874761377;39.741549927195756
ALARÓ;SON BERGA, SA (A07266695);Alta;;SON BERGA;4397091.34658;POLÍGON 2, PARCEL·LES PART DE LA 9, 131 I PART DE LA 132, S/N. 07340 ALARÓ, Mallorca;483065.653633;01/02/2010;AG/193;;;;Allotjaments;;Agroturisme;2;4;Alaró;2.8024065682989985;39.723531788506435
LLUCMAJOR;MIGUEL MONSERRAT VIDAL;Alta;;SON PIERAS;4371622.19;LLUCMAJOR - SARANJASSA, KM 3, PARCEL·ES 371, 867 I 868, S/N. 07620 LLUCMAJOR, Mallorca;487765.48;03/03/2010;AG/195;;;;Allotjaments;;Agroturisme;5;10;Llucmajor;2.8577154209548223;39.49412528334516
CAMPOS;FINEQUIPO, SA (A40003360);Alta;4 estrelles;ES REVELLAR;;Finca CAMÍ DES REVELLAR, S/N, KM 3.70, POLIGON 4 PARCEL·LA 74, S/N. 07630 CAMPOS, Mallorca;;24/02/2010;AG/196;;;;Allotjaments;;Agroturisme;13;26;Campos;;
BINISSALEM;AGROMAS SAT (F07330426);Alta;;ES QUATRE CANTONS;4390443.15;POLIGON 3, PARCEL·LES 81, 82, S/N. 07350 BINISSALEM, Mallorca;487841.5;03/03/2010;AG/198;;;;Allotjaments;;Agroturisme;14;28;Binissalem;2.858254501242185;39.66371132551563
ALCÚDIA;CAN FAVETA ENT. SPJ (E67904094);Alta;;CAN FAVETA;4408062.91;Carretera PALMA-ALCUDIA. KM 44, POLÍGON 6 PARCEL·LA 590, S/N. 07400 ALCÚDIA, Mallorca;504577.5;30/06/1992;AG/2;;;;Allotjaments;;Agroturisme;6;12;Alcúdia;3.0534878053456596;39.822543107614784
MANACOR;MIGUEL RIERA ALCOVER;Alta;;SON VERD;4390716.07266;MANACOR-COLONIA DE SANT PERE, KM 11,9, S/N. 07500 MANACOR, Mallorca;519069.505857;04/02/1994;AG/20;;;;Allotjaments;;Agroturisme;3;12;Manacor;3.2223223882987604;39.66604415529126
MANACOR;SA COVA, SAT (F07973704);Alta;;SA COVA;4378375.28807;POLIGON 2, PARCEL·LES 62 I 190, S/N. 07500 MANACOR, Mallorca;520228.107134;03/03/2010;AG/202;;;;Allotjaments;;Agroturisme;3;10;Manacor;3.2354529145639446;39.554822930954884
LLUCMAJOR;SON GUARDIOLA SL (B07902091);Alta;;SON GUARDIOLA;4368418.73;POLÍGON 47, PARCEL·LA 36, S/N. 07620 LLUCMAJOR, Mallorca;490884.96;03/03/2010;AG/204;;;;Allotjaments;;Agroturisme;8;16;Llucmajor;2.8940379754919023;39.465298929425884
MANACOR;SOS FERRES MOREY, SL (B57055154);Alta;;SOS FERRES DEN MOREY;4391308.47;MANACOR-COLONIA DE SAT PERE, KM. 10.7, S/N. 07500 MANACOR, Mallorca;520560.15;11/03/2010;AG/205;;;;Allotjaments;;Agroturisme;6;12;Manacor;3.2397194142208035;39.67134723087627
SON SERVERA;ENJOY THE WILDLIFE, SL (B13949391);Alta;;SES CASES DE FETGET;4387428.26;Carretera CRTA. VIEJA SON SERVERA-ARTÀ, KM. 1.5, S/N. 07550 SON SERVERA, Mallorca;530331.27;19/03/2010;AG/206;;;;Allotjaments;;Agroturisme;10;18;Son Servera;3.3534651875142485;39.636094851867
BUNYOLA;BINIFORANI NOU SL (B07761588);Alta;;BINIFORANI NOU;4397076.37;POLIGON 8, PARCEL·LES 106,107, S/N. 07110 BUNYOLA, Mallorca;472454.76;19/11/2010;AG/207;;;;Allotjaments;;Agroturisme;8;16;Bunyola;2.678598587604432;39.72312011946358
FELANITX;KS TURISMO, SL (B09851635);Alta;;SON VALLS;4368947.82471;Plaça POLIGON 8, PARCEL·LA 131, S/N. 07200 FELANITX, Mallorca;512798.006841;04/02/2011;AG/209;;;;Allotjaments;;Agroturisme;12;24;Felanitx;3.148786423312522;39.470019500311444
PETRA;GACARI, SL (B07558281);Alta;;SON BURGUÉS;;Polígon 3 Parcel·la 755, 756. 07520 PETRA, Mallorca;;07/12/2010;AG/210;;;;Allotjaments;;Agroturisme;7;24;Petra;;
ALCÚDIA;DESTILERIAS SANTA MARIA, SL (B07086747);Alta;;SON SIMO VELL;4407833.84;Polígon 6, PARCEL·LA 591. ALCÚDIA, Mallorca;504577.36;17/01/2011;AG/211;;;;Allotjaments;;Agroturisme;8;16;Alcúdia;3.0534845693425434;39.820479169986754
CAMPOS;HURSTHAVER ENTERPRISES, SL (B06999577);Alta;;FINCA SA CANOVA;4366221.29598;Carretera LLUCMAJOR - CAMPOS, KM. 33,6, S/N. 07630 CAMPOS, Mallorca;498032.4187;09/05/2011;AG/212;;;;Allotjaments;;Agroturisme;12;32;Campos;2.977133396699502;39.445544644273795
FELANITX;RÖSTIZZERIA GMBH SUCURSAL EN ESPAÑA (W0393058C);Alta;;SA PLETASSA;4361852.21;Polígon 31, PARCEL·LA 174 - SA PLETASSA. 07669 FELANITX, Mallorca;519767.77;19/10/2011;AG/213;;;;Allotjaments;;Agroturisme;10;20;Felanitx;3.2296046477000497;39.405951819649964
MANACOR;NEUE WEGE ESPAÑA, SLU (B57985798);Alta;;SON MOLA VELL;4378375.28807;SON MACIA - CALES DE MALLORCA, 60. 07509 Son Macià, MANACOR, Mallorca;520228.107134;12/03/2012;AG/214;;;;Allotjaments;;Agroturisme;13;26;Son Macià;3.2354529145639446;39.554822930954884
CALVIÀ;AZ SUEÑO HOTEL, SL (B57739609);Alta;;CAN ESTADES;4378054.93211;DE SON PILLO (POL. 15, PARC. 291), 15. 07184 CALVIÀ, Mallorca;457739.242598;15/02/2012;AG/215;;;;Allotjaments;;Agroturisme;12;25;Calvià;2.508116433227934;39.55113401914699
SÓLLER;AGROTURISMO CORAZON, SL (B16909368);Alta;;AGROTURISMO CORAZÓN;4402654.71;Carretera SOLLER - DEIA, POLÍGON 1, PARCEL·LES 415, 417 I 424, S/N. 07100 SÓLLER, Mallorca;472322.36;14/12/2012;AG/217;;;;Allotjaments;;Agroturisme;14;30;Sóller;2.6768189976389793;39.77337696409078
LLUCMAJOR;SA BASSA PLANA SL (B07851108);Alta;;SA BASSA PLANA;4366737.53342;CABO BLANCO, KM. 25,4, S/N. 07600 LLUCMAJOR, Mallorca;487206.987059;16/11/2012;AG/218;;;;Allotjaments;;Agroturisme;56;112;Llucmajor;2.851314014292604;39.45010349502445
SELVA;INVERSIONES REKACHA, SLU (B83874537);Alta;;SA ROTA DE CAN CASETES;4402554.18922;Carretera LLUCH, S/N. 07314 Caimari, SELVA, Mallorca;491314.685871;27/12/2012;AG/219;;;;Allotjaments;;Agroturisme;4;8;Caimari;2.8985856206857394;39.77287690423707
SES SALINES;SHORT DES TURO CB (E07684368);Alta;;SHORT DES TURO;4353517.07;Carretera SES SALINES.COL.SANT JORDI, KM.2,5, S/N. 07640 Colònia De Sant Jordi, SES SALINES, Mallorca;501619.0;22/02/1994;AG/22;;;;Allotjaments;;Agroturisme;6;12;Colònia De Sant Jordi;3.0187847854238594;39.3310707092639
ESPORLES;AGRICOLA DE PROMOCIONES SA (A07032295);Alta;;SON TUGORES;4390412.85206;PALMA -VALLDEMOSSA, KM 10,2, S/N. 07190 ESPORLES, Mallorca;464564.515364;27/12/2012;AG/220;;;;Allotjaments;;Agroturisme;8;16;Esporles;2.5868942261332446;39.662790151559214
SANTANYÍ;Jose Miguel Segurado Parera;Alta;;ES PUJOL AGROTURISME;4360807.92;Polígon 9, PARC 1091. 07691 Alqueria Blanca, SANTANYÍ, Mallorca;515015.57;27/12/2012;AG/221;;;0;Allotjaments;;Agroturisme;8;26;Alqueria Blanca;3.1743842084667855;39.3966378817824
CAMPOS;NATALIE SCHULER SAONA;Alta;;CAN CARRO;4362309.48;Polígon 1, PARC 121. 07630 CAMPOS, Mallorca;495300.17;19/03/2014;AG/223;;;;Allotjaments;;Agroturisme;4;11;Campos;2.945407592802894;39.410285908823504
CAMPOS;SKINNY DIPPERS MALLORCA S.L. (B57909681);Alta;;ALQUERIA SERMITA;4361789.01;Polígon 15, PARC 234, 267, CARRETERA DE LA COLONIA KM 1.8. 07630 CAMPOS, Mallorca;503073.91;14/12/2012;AG/224;;;;Allotjaments;;Agroturisme;8;16;Campos;3.035703616187613;39.405603427419656
SÓLLER;MARRUTXO SL (B07044399);Alta;;SON SALAS;;DE SON SALAS, 58. 07100 SÓLLER, Mallorca;;24/12/2012;AG/225;;;;Allotjaments;;Agroturisme;9;18;Sóller;;
SES SALINES;FINCA SHORT DE CAN CARRIÓ, SL (B02780468);Alta;;SHORT DE CAN CARRIO;4356072.52;Camí DE CAS PERETS, 2. 07640 Salines (Les), SES SALINES, Mallorca;506204.99;17/01/2013;AG/226;;;;Allotjaments;;Agroturisme;7;14;Salines (Les);3.0720182936484473;39.35407665785039
PORRERES;FINCA SON JORBO SL (B57252785);Alta;;FINCA SON JORBO;4373072.21326;Polígon 17, PARCEL·LA 560. 07260 PORRERES, Mallorca;502644.478605;07/03/2013;AG/227;;;;Allotjaments;;Agroturisme;5;11;Porreres;3.0307604630394986;39.50727382181772
CAMPANET;SHORT DE MONNABER, SL (B07886021);Alta;;SHORT DE MONNABER;;FINCA MONNABER NOU S/N. POL. 10 PARC. 191, S/N. 07310 CAMPANET, Mallorca;;04/03/2016;AG/229;;;;Allotjaments;;Agroturisme;19;42;Campanet;;
MANACOR;CAN PATRO, SL (B57010191);Alta;;CAN PATRO;4376455.07;Polígon 33, PARC 29. 07500 MANACOR, Mallorca;520493.78;19/03/2013;AG/230;;;;Allotjaments;;Agroturisme;8;16;Manacor;3.2384860578331502;39.53751463211631
SÓLLER;SON MICO, CB (E57753154);Alta;;SON MICO;4402458.23;Polígon 5, PARC 598, CTRA. M-10, KM 567. 07100 SÓLLER, Mallorca;472265.32;31/05/2013;AG/231;;;;Allotjaments;;Agroturisme;4;8;Sóller;2.6761612693340213;39.77160482020719
CAMPOS;ES FIGUERAL GRAN, SL (B57038804);Alta;;SA BARRALA NOVA;4356761.75;Polígon 286, 21, PARCELA. 07630 CAMPOS, Mallorca;498499.6;31/05/2013;AG/232;;;;Allotjaments;;Agroturisme;20;10;Campos;2.982584040663259;39.36030815296809
PALMA;AMPARO ISABEL RODRÍGUEZ FERNÁNDEZ;Alta;;FINCA SON BAUZANET;4376739.02387;SON BAUZANET, S/N, POLÍGON 9 PARCEL·LA 14, S/N. 07010 PALMA, Mallorca;475516.623598;04/07/2013;AG/233;;;;Allotjaments;;Agroturisme;12;6;Palma;2.71507705467386;39.53996864972263
INCA;CONSTRUCCIONES PERELLÓ 3001 SLU (B57103319);Alta;;ES MITJA FONDO;4395763.92757;INCA-LLUBI KM. 5,6, POLÍGON 6 PARCEL·LA 158, S/N. 07300 INCA, Mallorca;495042.931483;02/08/2013;AG/235;;;;Allotjaments;;Agroturisme;2;4;Inca;2.942169748128682;39.7117251639478
CALVIÀ;PUNTO INTERMEDIO, SL (B87891578);Alta;;SON HORTOLÀ;4382367.95;Polígon 3 PARCEL·LA 145. 07196 Capdellà (El), CALVIÀ, Mallorca;454149.67;06/08/2013;AG/236;;;;Allotjaments;;Agroturisme;2;4;Capdellà (El);2.466040112608284;39.58981033735605
CAMPOS;ISABEL MARIA FERRER MAS;Alta;;SON CALCO;4361367.93;Polígon 14 PARCEL·LA 18. 07630 CAMPOS, Mallorca;504902.04;07/08/2013;AG/237;;;;Allotjaments;;Agroturisme;3;6;Campos;3.0569343432297584;39.40180073673606
LLUCMAJOR;EL HOGAR DEL CABALLO, SL. (B57476699);Alta;;CAN PAULINO;4374259.9;Polígon 10, PARCEL·LA 60, 61, 62 I 76,  CAMÍ VELL DALGAIDA. 07620 LLUCMAJOR, Mallorca;489113.41;30/08/2013;AG/238;;;;Allotjaments;;Agroturisme;5;12;Llucmajor;2.8733483532927337;39.51791062720264
SELVA;FONDO DE ARDILLA S.L. (B57414682);Alta;;SON AMETLER;4402523.83;Carrer SON RIERA, S/N, POL. 18 PARC. 147, S/N. 07314 Moscari, SELVA, Mallorca;493115.35;13/08/2013;AG/239;;;23829;Allotjaments;;Agroturisme;13;26;Moscari;2.919611435591977;39.77261983043411
POLLENÇA;INMOBILIARIA FORMENTOR SA (A07010937);Alta;;SES CASES VELLES DE FORMENTOR;4417931.64262;PTO POLLENSA-FORMENTOR,KM9,5, S/N. 07470 POLLENÇA, Mallorca;507943.06158;01/03/1994;AG/24;;;;Allotjaments;;Agroturisme;6;12;Port De Pollença;3.0929340420964633;39.911435579225106
INCA;CAP ISENY, S.L. (B57491326);Alta;;AGROTURISME SES ILLES;;Polígon DISEMINADOS, POLIGONO 4 PARCELA 105. 07300 INCA, Mallorca;;22/08/2016;AG/241;;;;Allotjaments;;Agroturisme;11;22;Inca;;
VALLDEMOSSA;THE ISLAND COMPANY SL (B61258927);Alta;;SON VISCOS;4395031.83283;VELL DE VALLDEMOSSA,  SON VISCOS S/N, S/N. 07170 VALLDEMOSSA, Mallorca;468058.770868;30/09/2013;AG/243;;;;Allotjaments;;Agroturisme;5;10;Valldemossa;2.627405692983771;39.70454539738094
PUIGPUNYENT;AGROTURISME SA CAMPANETA SL (B57974487);Alta;;CASA RURAL SA CAMPANETA;4389302.02;PUIGPUNYENT-ESPORLES KM.4,5, POL. 2 PARCEL·LA 174, S/N. 07194 PUIGPUNYENT, Mallorca;459226.39;15/04/2014;AG/245;;;;Allotjaments;;Agroturisme;5;10;Puigpunyent;2.524732962713148;39.65254351182834
MANACOR;TOMAS SUREDA UMBERT;Alta;;SA GRUTA VELLA;4380463.66;DE SA GRUTA, POLIGON, 11, PARCELA 84, S/N. 07680 Portocristo, MANACOR, Mallorca;529236.82;29/01/2014;AG/246;;;;Allotjaments;;Agroturisme;8;16;Portocristo;3.340403846732267;39.57338010988617
SENCELLES;JUAN SOLIVELLAS BERROCAL;Alta;;CAN GRAU;4391950.98;SON LLUNY, S/N POL. 4 PARC. 30, S/N. 07140 SENCELLES, Mallorca;491904.45;29/01/2014;AG/247;;;;Allotjaments;;Agroturisme;12;34;Sencelles;2.9056023786108245;39.67734548046888
COSTITX;PUNTA DE SA CRESTA, S.L. (B57047896);Alta;;CAN PINA;4389515.11308;GORG, S/N POL. 2 PARC. 174 I 175, S/N. 07144 COSTITX, Mallorca;495652.819697;23/04/2014;AG/248;;;;Allotjaments;;Agroturisme;5;17;Costitx;2.949326005633896;39.65542484436856
MARIA DE LA SALUT;CATALINA CARBONELL COLOMBRAN;Alta;;SON NIELL;4391630.18132;SON NIELL, S/N, S/N. 07519 MARIA DE LA SALUT, Mallorca;508108.074464;27/01/2014;AG/249;;;;Allotjaments;;Agroturisme;3;6;Maria De La Salut;3.0945397212864143;39.67445487075693
PALMA;MUKI TURISMO, SL (B16635393);Alta;;LOS NARANJOS;4387333.2895;DESTRE, 61. -, -;470869.3079999997;18/02/2014;AG/251;;;;Allotjaments;;Agroturisme;11;22;Son Sardina;2.6605296850434113;39.63528087599556
INCA;BARTOLOME SIQUIER TORRES;Alta;;BINISSATI VELL;4395763.92757;Polígon 7. PARCELA, 689. 07300 INCA, Mallorca;495042.931483;03/04/2014;AG/252;;;;Allotjaments;;Agroturisme;5;8;Inca;2.942169748128682;39.7117251639478
ARIANY;HORT CAN CAPITÀ, SL (B67738716);Alta;;CAN CAPITA;;Polígon 5 Parcel·la 302. 07529 ARIANY, Mallorca;;26/03/2014;AG/253;;;;Allotjaments;;Agroturisme;10;22;Ariany;;
CAMPOS;Nathalie Andrea  Theresa Korcz (X2970158F);Alta;;FINCA CAN COREM;4366826.59;Polígon ,6, PARCELA Nº 354. 07630 CAMPOS, Mallorca;498920.18;26/05/2014;AG/254;;;;Allotjaments;;Agroturisme;8;27;Campos;2.987449696454655;39.451000314597756
SANTA MARIA DEL CAMÍ;ES CABÀS S.L. (B07963812);Alta;;FINCA ES CABÀS;4389864.15525;Carretera VIEJA DE BUNYOLA, KM. 2,4(QUARTER 5, PARCELA 259), S/N. 07320 SANTA MARIA DEL CAMÍ, Mallorca;478732.233003;12/05/2014;AG/255;;;2537000;Allotjaments;;Agroturisme;12;26;Santa Maria Del Camí;2.7520767645714526;39.6583162852
POLLENÇA;EDIFICACIONES VIAL, S.A. (A07083728);Alta;;LULLAL;4.416865158E9;Carretera MA 2220 - KM. 59,8-LULLAL ANTIGUA ETV, S/N. 07460 Port De Pollença, POLLENÇA, Mallorca;506356.893344;04/12/2014;AG/256;;;45301;Allotjaments;;Agroturisme;7;36;Port De Pollença;-177.06085361399704;20.215651657833842
MANACOR;SALVADOR GRIMALT LLULL;Alta;;SON FORTEZA;4373239.41;Polígon 20 PARCELA 07 I PARTE DE PARCELA 03. 07500 MANACOR, Mallorca;523747.18;22/12/2014;AG/257;;;;Allotjaments;;Agroturisme;5;10;Manacor;3.276230669158698;39.508456277870266
LLUCMAJOR;BARTOLOME SEGUI VERGER;Alta;;SON BIELÓ;4358761.2;Polígon 25 PARCEL·LA 13. 07639 LLUCMAJOR, Mallorca;493296.3;20/01/2015;AG/259;;;;Allotjaments;;Agroturisme;2;4;Llucmajor;2.9221665391506577;39.37830003874218
MANACOR;GREEN LIFE WELLNESS, SL (B76341676);Alta;;SON TIRANO NOU;4378317.17;Camí DE LES TALAIOLES (POL. 30, PARCEL.LA 117), S/N. 07500 MANACOR, Mallorca;521992.73;22/12/2014;AG/260;;;;Allotjaments;;Agroturisme;7;22;Manacor;3.2559908187814304;39.554255838891244
SÓLLER;DORTI SL (B07172596);Alta;4 estrelles Superior;SON GREC PETIT RESORT;4402716.03;Polígon 4, PARCEL·LA 315 I POLÍGON 5, PARCEL·LA 255. 07100 SÓLLER, Mallorca;475586.62;02/02/2015;AG/261;;;;Allotjaments;;Agroturisme;14;28;Sóller;2.7149317352055515;39.77402933454232
PALMA;INVERSIONES KIPE, SL (B31267404);Alta;;FINCA SON MIR;4381971.46109;Carretera VIEJA DE SINEU KM 7,250, S/N. 07198 PALMA, Mallorca;478794.039558;17/02/2015;AG/262;;;;Allotjaments;;Agroturisme;4;9;Palma;2.753050147760777;39.587202227123285
MONTUÏRI;JOSE FRANCISCO CONRADO DE VILLALONGA;Alta;;SON COLLELL;4378907.96891;MANACOR P.K. 31 - POLIGONO 11 PARCELA 997, S/N. 07230 MONTUÏRI, Mallorca;500777.372401;26/02/2015;AG/263;;;;Allotjaments;;Agroturisme;5;12;Montuïri;3.0090491876408505;39.55986078553792
FELANITX;JOSE FRANCISCO OBRADOR RAMIS DE AYREFLOR;Alta;;ES ROSSELLS;4362487.43;Polígon 143, 40, PARCEL·LA 165. VOLTA 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca;508246.08;30/03/2015;AG/265;;;;Allotjaments;;Agroturisme;3;6;Cas Concos Del Cavaller;3.0957871815125064;39.411862741998114
SENCELLES;JOSE SIQUIER SAMPOL;Alta;;MOREYO VEY;4386949.26;Polígon 12, PARC 49. 07143 Biniali, SENCELLES, Mallorca;488974.1;30/03/2015;AG/267;;;;Allotjaments;;Agroturisme;3;12;Biniali;2.8715167594900572;39.63224559258757
SANT LLORENÇ DES CARDASSAR;Sansó Explotacions, SL (B57725962);Alta;;CAS CABO NOU;4385324.10097;CAS CABO, POLIGON 3, PARC 852-609-610, S/N. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;526209.135326;15/04/2015;AG/269;;;;Allotjaments;;Agroturisme;8;16;Sant Llorenç Del Cardassar;3.3053452748221006;39.61727207408541
BUNYOLA;JUAN MORELL FERNANDEZ;Alta;;SIERRA DE ALFABIA;4397020.79377;PALMA - SOLLER, KM.20, S/N. 07110 BUNYOLA, Mallorca;473624.962296;19/04/1994;AG/27;;;;Allotjaments;;Agroturisme;2;6;Bunyola;2.6922546954645545;39.722656367415176
SANT LLORENÇ DES CARDASSAR;HERMANOS DOMENGE SANCHO S.L. (B07659501);Alta;;SARBOÇAR;4385324.10097;Polígon 8, PARCEL·LA 507. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;526209.135326;15/04/2015;AG/270;;;235264;Allotjaments;;Agroturisme;10;29;Sant Llorenç Del Cardassar;3.3053452748221006;39.61727207408541
INCA;EXPLOTACION HOTELERA CALA MILLOR SL (B07676836);Alta;4 estrelles;SA VINYA DES CONVENT;4396313.6;Polígon 12 PARCEL·LA 401. 07300 INCA, Mallorca;492957.71;15/04/2015;AG/271;;;;Allotjaments;;Agroturisme;15;30;Inca;2.9178372399078945;39.71666317914449
FELANITX;HABITAT 70 SA (A07126469);Alta;;SA NAU;;Polígon 32 Parcel·la 11. -, -;;11/05/2015;AG/272;;;;Allotjaments;;Agroturisme;16;48;Felanitx;;
ESCORCA;ANTONIA BISBAL COLOM;Alta;;BINI GRAN;4407720.12;Polígon 4, PARC 58, 59, 60, CARRETERA MA, KM 38. 07315 Cala Tuent, ESCORCA, Mallorca;481984.22;13/10/2015;AG/273;;;;Allotjaments;;Agroturisme;1;2;Cala Tuent;2.7894967709197966;39.8192759207326
CAMPOS;DANIEL DANES SOLER;Alta;;SON PESCA VELL;4367967.4;DE SA COMUNA. POLIGON 7, PARCEL.LA 410, S/N. 07630 CAMPOS, Mallorca;500156.85;20/05/2015;AG/275;;;;Allotjaments;;Agroturisme;1;2;Campos;3.001823271164732;39.46128041656598
CAMPOS;FORMATGES BURGUERA, SAT BA-71 (G57313157);Alta;;SA CASETA DE SES VAQUES SON COVAS;4357450.48;Polígon 16, PARC 499. 07630 CAMPOS, Mallorca;501873.92;28/08/2015;AG/276;;;;Allotjaments;;Agroturisme;2;8;Campos;3.021753534064331;39.36651342682699
ESPORLES;GANADERIA SES PLANES, S.L.U (B07720394);Alta;;SES ROTES;4390412.85206;Carretera SESGLAIETA-ESPORLES KM 2.4, S/N. 07190 ESPORLES, Mallorca;464564.515364;27/08/2015;AG/277;;;;Allotjaments;;Agroturisme;5;3;Esporles;2.5868942261332446;39.662790151559214
CAMPOS;ILLA DIVINA SL (B57847428);Alta;;SA CANOVETA;;CAMPOS - COLONIA DE SANT JORDI, KM 71, S/N. 07630 CAMPOS, Mallorca;;28/09/2015;AG/279;;;;Allotjaments;;Agroturisme;4;12;Campos;;
BUNYOLA;RAMON-LLULL TRUYOLS BAIGET;Alta;;HONOR VELL;4397268.64;Carretera BUNYOLA-ORIENT,KM.4600, S/N. 07110 BUNYOLA, Mallorca;476049.76;25/05/1994;AG/28;;;;Allotjaments;;Agroturisme;7;12;Bunyola;2.7205380135257036;39.724961040219064
SENCELLES;SON MIRANDA AGROTURISMO, SL (B87743985);Alta;;FINCA SON MIRANDA;;Polígon 2 Parcel·la 24. 07140 SENCELLES, Mallorca;;13/10/2015;AG/281;;;;Allotjaments;;Agroturisme;5;14;Sencelles;;
PALMA;GERMANS JAUME TUGORES CB (E07697675);Alta;;FINCA SON AMORA;4380920.06213;Avinguda DEL CID, S/N. 07198 Son Ferriol, PALMA, Mallorca;475636.188179;23/10/2015;AG/282;;;37138;Allotjaments;;Agroturisme;6;12;Son Ferriol;2.7163150324776963;39.57764479272316
SANTA MARGALIDA;SON CORV 2014 S.L (B57896177);Alta;;CAN PERE REI;4396805.83895;Polígon 11 PARCEL·LA 18. Son Serra De Marina, SANTA MARGALIDA, Mallorca;513259.087971;23/10/2015;AG/283;;;0;Allotjaments;;Agroturisme;14;49;Son Serra De Marina;3.1547041808455867;39.72102437160701
BUNYOLA;FINCA COMASSEMA,SL (B07278997);Alta;;FINCA COMASEMA;4400372.91;COMASEMA, S/N. 07349 Orient, BUNYOLA, Mallorca;480748.87;23/10/2013;AG/284;;;;Allotjaments;;Agroturisme;5;10;Orient;2.7752780385771185;39.75304998412942
FELANITX;MARGALIDA OBRADOR ROSSELLO;Alta;;SON RAMONET PETIT;;Polígon 52 PARCEL-LES 10,11,27 I 93 POLIGON 60 PARCEL-LES 311. FELANITX, Mallorca;;22/08/2016;AG/285;;;;Allotjaments;;Agroturisme;3;8;Felanitx;;
CAMPOS;SA BARRALA, SL (B57061210);Alta;;SA BARRALA;;SA BARRALA S/N (POL. 21 PARC. 230 I POL. 17 PARC 347), S/N. 07630 CAMPOS, Mallorca;;09/12/2015;AG/286;;;;Allotjaments;;Agroturisme;3;10;Campos;;
SANTA MARIA DEL CAMÍ;DOING STRATEGIES, SL (B66991928);Alta;;ANTONIAS FINCA AGROTURISMO;4390503.02734;Polígon 4 PARCEL·LES 457-379-459 I 479. -, -;480456.262624;09/12/2015;AG/287;;;;Allotjaments;;Agroturisme;10;20;Santa Maria Del Camí;2.772155114912518;39.664113848059394
SÓLLER;CAN TONI CASTAÑER SL (B57600785);Alta;;CAN QUATRE;;DE LA VILLALONGA, S/N, POL. 4, PARCEL.LES 445 Y 442, S/N. 07100 SÓLLER, Mallorca;;12/02/2016;AG/288;;;;Allotjaments;;Agroturisme;10;20;Sóller;;
MANACOR;EXPLOTACIONS TURISTIQUES SA BASSA NOVA, S.L. (B57369886);Alta;;ES RAFAL NOU;;Polígon 25, PARCEL·LA 1262, CAMÍ DE SON FANGOS. 07500 MANACOR, Mallorca;;12/02/2016;AG/289;;;0;Allotjaments;;Agroturisme;6;12;Manacor;;
SENCELLES;GEBAB IMMOBILIEN GMBH & CO KG (N0111041J);Alta;;SON BRUSQUE;;Polígon 4 PARCELAS CATASTRALES 94,203,204. 07140 SENCELLES, Mallorca;;12/02/2016;AG/290;;;;Allotjaments;;Agroturisme;4;8;Sencelles;;
LLUCMAJOR;Jose Miguel Segurado Parera;Alta;;SA COVA DEN BORINO;;Carrer SON MARRANO, KM 6.88 IZQ, S/N. 07620 LLUCMAJOR, Mallorca;;29/09/2017;AG/291;;;;Allotjaments;;Agroturisme;6;20;Llucmajor;;
PORRERES;BUENAVENTURA SALVA TOMAS;Alta;;ES MORELLS;;Polígon 15, PARCEL·LES 3 I 90. 07260 PORRERES, Mallorca;;12/02/2016;AG/293;;;;Allotjaments;;Agroturisme;3;10;Porreres;;
LLUCMAJOR;MULET CLAR, SL (B16626228);Alta;;SA BASSA CRUA;;Polígon 35, PARCEL·LA 42 (CAMI DE SA TORRE). 07620 LLUCMAJOR, Mallorca;;12/07/2017;AG/295;;;;Allotjaments;;Agroturisme;4;12;Llucmajor;;
ARTÀ;PLAYAS DE ARTA, SL (B07122005);Alta;;FINCA SA DUAIA DE DALT;;Polígon 6, PARCEL·LA 21. 07570 ARTÀ, Mallorca;;07/03/2016;AG/296;;;;Allotjaments;;Agroturisme;16;43;Artà;;
CAMPOS;NURA APARTMENTS SL (B09887902);Alta;;NURA CLAUDIA;;Polígon 18, PARCEL·LA 540. APARTADO 252. 07630 CAMPOS, Mallorca;;07/03/2016;AG/297;;;;Allotjaments;;Agroturisme;6;17;Campos;;
FELANITX;AGROTURISMO SON MAYOL, SL (B57758484);Alta;;SON MAYOL;4368947.82471;SON MESQUIDA- 2º VUELTA 131, S/N. 07200 FELANITX, Mallorca;512798.006841;30/06/1992;AG/3;;;;Allotjaments;;Agroturisme;3;8;Felanitx;3.148786423312522;39.470019500311444
